_link,id,tag,date,ocid,initiationType,award_date,buyer_id,buyer_name,tender_id,tender_datePublished,tender_title,tender_procurementMethod,tender_process,tender_mainProcurementCategory,tender_numberOfTenderers,tender_externalReference,tender_allowPreferentialBidder,tender_description,tender_contractType,tender_allowTwoStageBid,tender_value_amount,tender_bidOpening_address_streetAddress,tender_evaluation_generalTechnicalEvaluationAllowed,tender_evaluation_itemWiseTechnicalEvaluationAllowed,tender_awardPeriod_startDate,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_tenderPeriod_durationInDays,tender_contractPeriod_durationInDays,tender_procuringEntity_id,tender_procuringEntity_name,tender_ documentAvailabilityPeriod_endDate,tender_ documentAvailabilityPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,tender_classification_id,tender_classification_scheme,tender_classification_description,tender_value_currency
0.155,ocds-kjhdrl-2018_MC_23652_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_23652_1,tender,2018-11-22T00:00:00Z,MC_2000,Municipal Corporation Shimla,2018_MC_23652_1,2018-09-19T17:30:00Z,Deployment of Labour for Sewerage network at STP Dhalli 0 76 MLD STP Snowdan and Summer Hill 3 93 MLD capacity for one year,limited,Tender,works,2,5974-84 dt 18-09-2018,No,Deployment of Labour for Sewerage network at STP Dhalli 0 76 MLD STP Snowdan and Summer Hill 3 93 MLD capacity for one year,itemRate,No,4238628,Executive Engineer Sewerage Division Shimla,No,No,2018-10-03T11:30:00Z,2018-10-03T11:00:00Z,2018-09-19T17:30:00Z,120,365,MC_2000,Executive Engineer,2018-10-03T11:00:00Z,2018-09-19T17:30:00Z,2018-10-03T11:00:00Z,2018-09-19T17:30:00Z,,,,INR
0.156,ocds-kjhdrl-2018_PWD_19061_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19061_1,tender,2019-04-09T00:00:00Z,PWD_2000,PWD,2018_PWD_19061_1,2018-01-09T10:30:00Z,AMP on Jalari Galore Salouni road,limited,Tender,works,3,AMP on Jalari Galore Salouni,No,P/L 2cm thick premix carpet in km. 2/0 to 5/0,itemRate,No,1740360,Barsar,No,No,2018-01-24T11:30:00Z,2018-01-24T10:30:00Z,2018-01-09T10:30:00Z,120,60,PWD_2000,Executive Engineer,2018-01-24T10:30:00Z,2018-01-09T10:30:00Z,,,,,,
0.157,ocds-kjhdrl-2018_PWD_19065_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19065_1,tender,2019-05-23T00:00:00Z,PWD_2000,PWD,2018_PWD_19065_1,2018-01-10T17:00:00Z,C/o Swami Vivekanand Govt. Degree College at Ghumarwin,limited,Tender,works,1,C/o Swami Vivekanand Govt. Degree College at Ghuma,No,Building portion,itemRate,No,6119895,Ghumarwin Division,No,No,2018-02-05T11:00:00Z,2018-02-05T10:00:00Z,2018-01-10T17:00:00Z,120,365,PWD_2000,Executive Engineer,2018-02-05T10:00:00Z,2018-01-10T17:00:00Z,2018-02-05T10:00:00Z,2018-01-10T17:00:00Z,,,,
0.158,ocds-kjhdrl-2018_PWD_19161_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19161_2,tender,2018-06-12T00:00:00Z,PWD_2000,PWD,2018_PWD_19161_2,2018-01-15T10:00:00Z,C/O 25.00mtrs. span bridge over Manooni Khad including balance work from Sidhbari Kaned to Harner under RIDF-XXIII NABARD in Distt. Kangra,limited,Tender,works,3,9543-46,No,C/O 25.00mtrs. span bridge over Manooni Khad including balance work from Sidhbari Kaned to Harner under RIDF-XXIII NABARD in Distt. Kangra HP Sub Head - C/O 25.00mtrs. span bridge along with both side approaches,itemRate,No,5717234,Dharamshala,No,No,2018-02-05T11:30:00Z,2018-02-05T11:00:00Z,2018-01-15T10:00:00Z,120,365,PWD_2000,Executive Engineer,2018-02-05T11:00:00Z,2018-01-15T10:00:00Z,,,,,,
0.159,ocds-kjhdrl-2018_PWD_19202_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19202_3,tender,2018-12-04T00:00:00Z,PWD_2000,PWD,2018_PWD_19202_3,2018-01-17T10:00:00Z,Annual repair maintenance and operation of HVAC system of Carrier Make installed in Super Specialty block at Dr. RPGMC Kangra at Tanda for the year 2017-18,limited,Tender,works,2,Elect. Division HPPWD Palampur,No,Annual repair maintenance and operation of HVAC system of Carrier Make installed in Super Specialty block at Dr. RPGMC Kangra at Tanda for the year 2017-18,itemWise,No,2005890,Palampur,No,No,2018-02-08T11:30:00Z,2018-02-07T17:00:00Z,2018-01-17T10:00:00Z,120,365,PWD_2000,Executive Engineer,2018-02-07T17:00:00Z,2018-01-17T10:00:00Z,,,,,,
0.160,ocds-kjhdrl-2018_PWD_19289_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19289_1,tender,2019-04-26T00:00:00Z,PWD_2000,PWD,2018_PWD_19289_1,2018-01-22T11:00:00Z,C/O Drang Basahi road km 0/0 to 22/0.,limited,Tender,works,3,PW-MD1-E-Tender-NIT-25818-52 dated 05/01/2018,No,"Removal of formation deficiency, Construction of R/wall and W Metal beam crash barriers at RDs in km 0/0 to 22/0",itemRate,No,1981560,"O/o Executive Engineer, Mandi Divn. No.I, HPPWD, M",No,No,2018-02-12T11:30:00Z,2018-02-09T17:00:00Z,2018-01-22T11:30:00Z,120,182,PWD_2000,"Executive Engineer, Mandi Divn. No.I, HPPWD, Mandi",2018-02-09T17:00:00Z,2018-01-22T11:30:00Z,,,,,,
0.161,ocds-kjhdrl-2018_PWD_19300_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19300_1,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19300_1,2018-01-22T16:00:00Z,A/R and M/O PWD Colony at Shillai (SH Providing and fixing M.S. steel railing on approach road to PWD Colony Shillai).,limited,Tender,works,9,9075-9174 dated 16-1-18,No,A/R and M/O PWD Colony at Shillai (SH Providing and fixing M.S. steel railing on approach road to PWD Colony Shillai).,itemRate,No,119011,EE PWD Shillai,No,No,2018-02-16T11:30:00Z,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,90,30,PWD_2000,EE PWD Shillai,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,,,,,,
0.162,ocds-kjhdrl-2018_PWD_19339_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19339_5,tender,2018-04-23T00:00:00Z,PWD_2000,PWD,2018_PWD_19339_5,2018-01-24T17:00:00Z,Construction of Type-IV Quarter for District Planning Officer at Nahan,limited,Tender,works,5,NAHAN-9632-9731,No,Construction of Type-IV Quarter for District Planning Officer at Nahan,itemRate,No,2723902,HPPWD Division Nahan,No,No,2018-02-01T11:00:00Z,2018-02-01T10:00:00Z,2018-01-24T17:00:00Z,120,365,PWD_2000,Executive Engineer,2018-02-01T10:00:00Z,2018-01-24T17:00:00Z,,,,,,
0.163,ocds-kjhdrl-2018_PWD_19372_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19372_1,tender,2018-04-26T00:00:00Z,PWD_2000,PWD,2018_PWD_19372_1,2018-01-29T17:30:00Z,R.R damages on Kundlu Bridge on PBNS road on NH 21A New NH 105 from Kms. 17.400 to 66.275 SH Restoration of Kundlu Bridge on downstream protection work at Rds. 48.818 for the year 2017.18,limited,Tender,works,8,12179-220,No,R.R damages on Kundlu Bridge on PBNS road on NH 21A New NH 105 from Kms. 17.400 to 66.275 SH Restoration of Kundlu Bridge on downstream protection work at Rds. 48.818 for the year 2017.18,itemRate,No,4268799,NH Division HPPWD Solan,No,No,2018-02-15T15:00:00Z,2018-02-15T10:00:00Z,2018-01-30T11:00:00Z,120,180,PWD_2000,EE NH HPPWD Solan,2018-02-15T10:00:00Z,2018-01-29T18:00:00Z,,,,,,
0.164,ocds-kjhdrl-2018_PWD_19408_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19408_4,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19408_4,2018-02-02T15:00:00Z,Construction of Shillai Achhoti Pandiyat road under PMGSY,limited,Tender,works,14,No-E-T-17-9360-9459Dt27-1-18,No,SH Construction of Retaining wall in wire crates at RD 2.510 to 2.550 2.610 to 2.620 and 3.135 to 3.150 5.505 to 5.520 and 6.510 to 6.530,itemRate,No,374665,EE Shillai,No,No,2018-02-26T11:30:00Z,2018-02-24T17:00:00Z,2018-02-02T15:00:00Z,90,30,PWD_2000,EE Shillai,2018-02-24T17:00:00Z,2018-02-02T15:00:00Z,,,,,,
0.165,ocds-kjhdrl-2018_PWD_19433_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19433_4,tender,2019-03-28T00:00:00Z,PWD_2000,PWD,2018_PWD_19433_4,2018-02-03T14:00:00Z,Periodic maintenance of Anil Gas Agency to GPS Kand Link Dharamshala Khanyara road km 0/00 to 2/100 under AMP 2017-18 rural road in Distt. Kangra HP,limited,Tender,works,3,9930-33,No,Periodic maintenance of Anil Gas Agency to GPS Kand Link Dharamshala Khanyara road km 0/00 to 2/100 under AMP 2017-18 rural road in Distt. Kangra HP Sub Head - P/L 25mm thick bitumen concrete laying with paver finisher in km 1/00 to 2/210,itemRate,No,1373456,Dharamshala,No,No,2018-02-22T11:30:00Z,2018-02-22T11:00:00Z,2018-02-03T14:00:00Z,120,60,PWD_2000,Executive Engineer,2018-02-22T11:00:00Z,2018-02-03T14:00:00Z,,,,,,
0.166,ocds-kjhdrl-2018_PWD_19433_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19433_2,tender,2019-03-28T00:00:00Z,PWD_2000,PWD,2018_PWD_19433_2,2018-02-03T14:00:00Z,Periodic maintenance of Dhaloon to Naina mata temple road km 0/00 to 1/550 under AMP 2017-18 rural road in Distt. Kangra HP,limited,Tender,works,3,9930-33,No,Periodic maintenance of Dhaloon to Naina mata temple road km 0/00 to 1/550 under AMP 2017-18 rural road in Distt. Kangra HP Sub Head - P/L 25mm thick bitumen concrete laying with paver finisher in km 0/00 to 1/550,itemRate,No,1107013,Dharamshala,No,No,2018-02-22T11:30:00Z,2018-02-22T11:00:00Z,2018-02-03T14:00:00Z,120,60,PWD_2000,Executive Engineer,2018-02-22T11:00:00Z,2018-02-03T14:00:00Z,,,,,,
0.167,ocds-kjhdrl-2018_PWD_19463_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19463_1,tender,2018-05-01T00:00:00Z,PWD_2000,PWD,2018_PWD_19463_1,2018-02-07T10:30:00Z,C/O link road Thana Tikker to Jattan-Di-Dhar via Chamarara km. 0/0 to 5/130 i/c One No. bridge at RD. 3/190,limited,Tender,works,8,Link road Thana tikker to Jattan di Dhar,No,"C/O 5/7mtr. Wide road formation cutting ROFD including R/wall C.D. works, P/L GSB, P/L WBM G-II, G-III drain parapets and M/T including INo. Bridge at RD. 3/190. (Under Nabard)RIDF-XXIII",itemRate,No,35457914,Tauni Devi,No,No,2018-03-01T11:00:00Z,2018-02-27T18:00:00Z,2018-02-07T12:00:00Z,120,730,PWD_2000,Executive Engineer,2018-02-27T18:00:00Z,2018-02-07T11:30:00Z,,,,,,
0.168,ocds-kjhdrl-2018_PWD_19627_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19627_1,tender,2018-12-04T00:00:00Z,PWD_2000,PWD,2018_PWD_19627_1,2018-02-21T11:00:00Z,Ordinary repair to Paonta Sahib Meenus Hatkoti Road NH-72B (New NH - 707) KM 0/0 to 161/715 (SH C/o PCC retaining wall at RD 160/492 to 160/507),limited,Tender,works,8,NIT No. 7162-7220 dated 15.02.2018,No,Ordinary repair to Paonta Sahib Meenus Hatkoti Road NH-72B (New NH - 707) KM 0/0 to 161/715 (SH C/o PCC retaining wall at RD 160/492 to 160/507),itemRate,No,673177,Nahan,No,No,2018-03-15T11:30:00Z,2018-03-15T10:30:00Z,2018-02-21T11:30:00Z,120,60,PWD_2000,Executive Engineer NH Division HPPWD Nahan,2018-03-15T10:30:00Z,2018-02-21T11:30:00Z,,,,,,
0.169,ocds-kjhdrl-2018_PWD_19689_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19689_3,tender,2018-04-27T00:00:00Z,PWD_2000,PWD,2018_PWD_19689_3,2018-02-23T17:40:00Z,"Restoration of rain damages to Paonta Bangran Amboya Tarubhaila road km 0/0 to 11/0 (SH Repair of pot holes, providing 2cm thick premix carpet for Patch work in km 3/0 to 4/0 and 6/0 to 7/0)",limited,Tender,works,3,9058-9108 dt. 16-2-18,No,"Restoration of rain damages to Paonta Bangran Amboya Tarubhaila road km 0/0 to 11/0 (SH Repair of pot holes, providing 2cm thick premix carpet for Patch work in km 3/0 to 4/0 and 6/0 to 7/0)",itemRate,No,511716,EE PWD Paonta Sahib,No,No,2018-03-08T11:30:00Z,2018-03-07T17:00:00Z,2018-02-23T18:00:00Z,30,30,PWD_2000,EE PWD Paonta Sahib,2018-03-07T17:00:00Z,2018-02-23T18:00:00Z,,,,,,
0.170,ocds-kjhdrl-2018_PWD_19721_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19721_1,tender,2019-04-10T00:00:00Z,PWD_2000,PWD,2018_PWD_19721_1,2018-02-28T11:00:00Z,Annual maintenance of Sidhpur Ghar to Jhalun road km. 0/0 to 3/0 under AMP for the year 2018-19 for Rural roads HP0404 VR0034,limited,Tender,works,3,PWJ/CB/TENDER/18-1137-1167 Dt 17-02-2018,No,Providing and laying 25mm thick bitumenous concrete in km.2/0 to 3/0 ( 1.00 km.),itemRate,No,739341,HPPWD DIVISION JAWALI,No,No,2018-03-23T11:30:00Z,2018-03-23T10:00:00Z,2018-02-28T11:00:00Z,120,60,PWD_2000,EXECUTIVE ENGINEER,2018-03-23T10:00:00Z,2018-02-28T11:00:00Z,,,,,,
0.171,ocds-kjhdrl-2018_PWD_19772_12-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19772_12,tender,2018-12-06T00:00:00Z,PWD_2000,PWD,2018_PWD_19772_12,2018-03-01T15:00:00Z,Periodical renewal on Link road to village Shillai under Annual Maintenance Plan for Rural road ( other than PMGSY) for the year 2018-19,limited,Tender,works,15,No-E-T-17-10289-10389Dt24-2-18,No,Providing and laying renewal coat in Km 0/00 to 1/500 and PCC road side drain,itemRate,No,1179994,EE Shillai,No,No,2018-03-29T12:30:00Z,2018-03-28T17:00:00Z,2018-03-01T15:00:00Z,90,60,PWD_2000,EE Shillai,2018-03-28T17:00:00Z,2018-03-01T15:00:00Z,,,,,,
0.172,ocds-kjhdrl-2018_PWD_19817_16-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19817_16,tender,2019-01-02T00:00:00Z,PWD_2000,PWD,2018_PWD_19817_16,2018-03-01T10:05:00Z,Periodic Maintenance of Kiani Bagori Shakti Dehra Hamel Gala Tikri road reckoned Hamel Side (DRRP No. HP0201VR0054) under AMP for the Year 2018-2019,limited,Tender,works,2,EE Salooni 16753-16852 dated 21-02-2018,No,Providing renewal coat with bituminous concrete K.M. 2/0 to 3/0,itemRate,No,773264,Executive Engineer Salooni Division HPPWD Salooni,No,No,2018-03-22T11:30:00Z,2018-03-22T11:00:00Z,2018-03-01T10:05:00Z,120,60,PWD_2000,Executive Engineer,2018-03-22T11:00:00Z,2018-03-01T10:05:00Z,,,,,,INR
0.173,ocds-kjhdrl-2018_PWD_19816_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19816_4,tender,2019-03-20T00:00:00Z,PWD_2000,PWD,2018_PWD_19816_4,2018-03-01T11:00:00Z,C/O science lab building in Govt. Sr. Sec. School (Boys) at Dharamshala in Distt. Kangra HP,limited,Tender,works,2,10455-58,No,C/O science lab building in Govt. Sr. Sec. School (Boys) at Dharamshala in Distt. Kangra HP Sub Head - Balance work for C/O science lab building,itemRate,No,1361356,Dharamshala,No,No,2018-03-21T11:30:00Z,2018-03-21T11:00:00Z,2018-03-01T11:00:00Z,120,90,PWD_2000,Executive Engineer,2018-03-21T11:00:00Z,2018-03-01T11:00:00Z,,,,,,
0.174,ocds-kjhdrl-2018_PWD_19901_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19901_1,tender,2018-12-25T00:00:00Z,PWD_2000,PWD,2018_PWD_19901_1,2018-03-07T11:00:00Z,Annual maintenance of Dam area to Village Khabbal joining Nagrota Surian road km. 0/0 to 3/500 under AMP for the year 2018-19 for Rural road HP0409 VR0102,limited,Tender,works,3,PWJ/CB/TENDER/17-1169-1199 Dt 19-02-2018,No,Providing and laying 25mm thick bitumenous concrete in km.0/0 to 1/0 ( 1.00 km.),itemRate,No,739341,HPPWD DIVISION JAWALI,No,No,2018-03-28T11:30:00Z,2018-03-28T10:00:00Z,2018-03-07T11:00:00Z,120,60,PWD_2000,EXECUTIVE ENGINEER,2018-03-28T10:00:00Z,2018-03-07T11:00:00Z,,,,,,
0.175,ocds-kjhdrl-2018_PWD_19964_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19964_1,tender,2019-04-30T00:00:00Z,PWD_2000,PWD,2018_PWD_19964_1,2018-03-06T17:00:00Z,Periodic Mantanance on Sainj Chopal Nerwa Feduj road 20/0 to 90/0,limited,Tender,works,1,PW.CHD.CB-E9/2018 11283-11382 DT.2.2.18,No,(SH Renewal coat between km 38/0 to 44/500).with PCC side drain.,itemRate,No,4683652,Chopal,No,No,2018-03-21T11:00:00Z,2018-03-19T17:30:00Z,2018-03-06T17:00:00Z,120,90,PWD_2000,EE Chopal,2018-03-19T17:30:00Z,2018-03-06T17:00:00Z,,,,,,
0.176,ocds-kjhdrl-2018_PWD_20004_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20004_1,tender,2019-04-08T00:00:00Z,PWD_2000,PWD,2018_PWD_20004_1,2018-03-08T14:00:00Z,Periodic Maintenance of Baijh Behot Road DRRP No. HP0403VR0002 (AMP 2018-19 PMGSY roads),limited,Tender,works,4,PWD-BD-Tender-17-18/14757-80,No,"Providing and Laying built up spray grout single layer, Tack coat and Bituminous concrete at Km 11/0 to 14/0",itemRate,No,2057501,Executive Engineer HPPWD Division Baijh,No,No,2018-03-29T11:00:00Z,2018-03-29T10:30:00Z,2018-03-08T17:00:00Z,90,60,PWD_2000,Executive Engineer HPPWD Division Baijh,2018-03-29T10:30:00Z,2018-03-08T14:00:00Z,,,,,,
0.177,ocds-kjhdrl-2018_PWD_20021_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20021_1,tender,2019-04-12T00:00:00Z,PWD_2000,PWD,2018_PWD_20021_1,2018-03-12T10:00:00Z,Construction of link road Segli Raroru Dadoh Bhiyarta via Dinak road km 0/0 to 3/225,limited,Tender,works,2,PW-SNR-CB-E-Tender/Giri Raj/17-17032-38 dt 27-2-18,No,SH C/o 40 mtr Span Bridge over Kansa Khad at RD 2/750 including approaches Under NABARD RIDF XVIII,itemRate,No,11891956,O/O Executive Engineer Sunder Nagar Division HPPWD,No,No,2018-04-02T11:30:00Z,2018-04-02T09:00:00Z,2018-03-12T11:00:00Z,120,365,PWD_2000,E.E. Sunder Nagar Division HPPWD,2018-04-02T09:00:00Z,2018-03-12T11:00:00Z,2018-03-31T17:00:00Z,2018-03-12T11:00:00Z,,,,
0.178,ocds-kjhdrl-2018_PWD_20120_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20120_1,tender,2018-04-25T00:00:00Z,PWD_2000,PWD,2018_PWD_20120_1,2018-03-15T10:00:00Z,4 Annual surfacing on link road Thakran to Girgira Sahib road km. 0-0 to 1-0 and link road Una Jaijon road to Toba Gulab Anna km.0-0 to 1-0 HP-1203 VR0079 and HP-1203 VR0088 Under State Head,limited,Tender,works,3,4 Annual surfacing on link road Thakran to Girgi,No,4 Annual surfacing on link road Thakran to Girgira Sahib road km. 0-0 to 1-0 and link road Una Jaijon road to Toba Gulab Anna km.0-0 to 1-0 HP-1203 VR0079 and HP-1203 VR0088 Under State Head,itemRate,No,1354239,"Executive Engineer, Una Division, HPPWD, Una",No,No,2018-03-22T11:00:00Z,2018-03-21T17:00:00Z,2018-03-15T10:30:00Z,120,30,PWD_2000,"Executive Engineer, Una Division, HPPWD, Una",2018-03-21T17:00:00Z,2018-03-15T10:30:00Z,,,,,,
0.179,ocds-kjhdrl-2018_PWD_20163_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20163_4,tender,2018-05-22T00:00:00Z,PWD_2000,PWD,2018_PWD_20163_4,2018-03-16T12:00:00Z,Annual Maintenance of Chailla Neripul Yashwant Nagar Oachghat Kumarhatti road,limited,Tender,works,1,PW.THD.CB.Tender.2018-15448-59 dt. 23.2.2018,No,Annual Maintenance of Chailla Neripul Yashwant Nagar Oachghat Kumarhatti road SH P.L bituminious concrete 25mm thick in km 0.0 to 1.0 and 1.0 to 2.0,itemRate,No,1474988,Executive Engineer HP PWD Theog Division,No,No,2018-03-26T11:00:00Z,2018-03-24T18:00:00Z,2018-03-16T12:00:00Z,90,60,PWD_2000,Executive Engineer,2018-03-24T18:00:00Z,2018-03-16T12:00:00Z,,,,,,
0.180,ocds-kjhdrl-2018_PWD_20222_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20222_1,tender,2019-03-27T00:00:00Z,PWD_2000,PWD,2018_PWD_20222_1,2018-03-19T10:00:00Z,Improvement of link road from Mcleodganj to Dharamkot Km 0/00 to 1/800 in Distt. Kangra HP under UIDSSMT,limited,Tender,works,9,10845-48,No,"Improvement of link road from Mcleodganj to Dharamkot Km 0/00 to 1/800 in Distt. Kangra HP under UIDSSMT S/H - Balance work for P/L cement concrete pavement road from RD 1/367 to 1/800, C/O V-shape drain and edge wall from RD 0/325 to 1/775",itemRate,No,1773909,Dharamshala,No,No,2018-04-06T11:30:00Z,2018-04-06T11:00:00Z,2018-03-19T10:00:00Z,120,90,PWD_2000,Executive Engineer,2018-04-06T11:00:00Z,2018-03-19T10:00:00Z,,,,,,
0.181,ocds-kjhdrl-2018_PWD_20253_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20253_1,tender,2019-04-17T00:00:00Z,PWD_2000,PWD,2018_PWD_20253_1,2018-03-19T14:00:00Z,Periodical Maintenance of Drobari to Salang road (VR-0034) (PMGSY Road) under Annual Maintenance Plan for the year 2018-19,limited,Tender,works,3,VR-034 Km.0 to 1,No,"Providing and laying built up spray grout, 25mm thick bituminous concrete in Km.0 to 1",itemRate,No,638467,Joginder Nagar,No,No,2018-04-02T11:00:00Z,2018-03-31T17:00:00Z,2018-03-19T14:00:00Z,120,90,PWD_2000,Executive Engineer,2018-03-31T17:00:00Z,2018-03-19T14:00:00Z,,,,,,
0.182,ocds-kjhdrl-2018_PWD_20228_7-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_20228_7,tender,2019-03-27T00:00:00Z,PWD_2000,PWD,2018_PWD_20228_7,2018-03-19T13:00:00Z,Periodic Maintenance of road from Nagrota to Gujrehra road km 0/0 to under AMP- 2018-19 Rural road in Distt. Kangra H.P,limited,Tender,works,2,10793-96,No,Periodic Maintenance of road from Nagrota to Gujrehra road km 0/0 to under AMP- 2018-19 Rural road in Distt. Kangra H.P S/H- P/L 25mm thick bitumen concrete laying with Paver finisher in Km 5/00 to 6/00,itemRate,No,794551,Dharamshala,No,No,2018-04-09T11:30:00Z,2018-04-09T11:00:00Z,2018-03-19T13:00:00Z,120,60,PWD_2000,Executive Engineer,2018-04-09T11:00:00Z,2018-03-19T13:00:00Z,,,,,,
0.183,ocds-kjhdrl-2018_PWD_21041_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_21041_1,tender,2019-03-05T00:00:00Z,PWD_2000,PWD,2018_PWD_21041_1,2018-05-07T10:00:00Z,C/o Treasury Building at Kuthar Tehsil Kasauli distt solan HP,limited,Tender,works,13,No/PW/ksli/CB/Tender/18 990 97 dt 4/5/18,No,C/O Treasury Building at Kuthar Tehsil Kasauli Distt Solan HP SH C/O Building Portion W/S and S/I and rain harvesting tank septic tank and site development,itemRate,No,5606158,Kasauli,No,No,2018-05-30T11:00:00Z,2018-05-28T16:00:00Z,2018-05-07T10:30:00Z,90,365,PWD_2000,EE kasauli Divsiion HPPWD,2018-05-28T16:00:00Z,2018-05-07T10:30:00Z,,,,,,
0.184,ocds-kjhdrl-2018_PWD_21558_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_21558_1,tender,2019-05-09T00:00:00Z,PWD_2000,PWD,2018_PWD_21558_1,2018-06-08T18:00:00Z,Annual Maintenance Plan for the Year 2018-2019 VR roads under Sujanpur Sub-Division,limited,Tender,works,4,AMP Sujanpur HMR via Kot Chouri Km.15/0 to 16/0,No,1. Sujanpur Hamirpur via Kot Chouri Km. 15/0 to 16/0 DRRP No. 0301VR0002,itemRate,No,749920,Hamirpur,No,No,2018-06-15T11:30:00Z,2018-06-14T14:00:00Z,2018-06-08T18:00:00Z,120,60,PWD_2000,EE Hamirpur,2018-06-14T14:00:00Z,2018-06-08T18:00:00Z,,,,,,
